season,date,home,away,home_goals,away_goals,ht_home_goals,ht_away_goals,home_shots,away_shots,home_sot,away_sot,home_fouls,away_fouls,home_corners,away_corners,home_yellow,away_yellow,home_red,away_red
1973/74,1973-10-07,Real Zaragoza,CD Castellon,3,2,,,,,,,,,,,,,,
1973/74,1973-10-07,Valencia CF,Racing Santander,5,2,,,,,,,,,,,,,,
1973/74,1973-10-12,CD Castellon,FC Barcelona,0,2,,,,,,,,,,,,,,
1973/74,1973-10-12,Celta Vigo,Valencia CF,0,2,,,,,,,,,,,,,,
1973/74,1973-10-12,Espanyol Barcelona,Atletico Madrid,1,0,,,,,,,,,,,,,,
1973/74,1973-10-12,Granada CF,Real Zaragoza,1,2,,,,,,,,,,,,,,
1973/74,1973-10-12,Racing Santander,UD Las Palmas,1,0,,,,,,,,,,,,,,
1973/74,1973-10-12,Real Madrid,CD Malaga,0,0,,,,,,,,,,,,,,
1973/74,1973-10-12,Real Murcia,Athletic Bilbao,0,0,,,,,,,,,,,,,,
1973/74,1973-10-12,Real Sociedad,Real Oviedo,2,0,,,,,,,,,,,,,,
1973/74,1973-10-12,Sporting Gijon,Elche CF,2,0,,,,,,,,,,,,,,
1973/74,1973-10-27,UD Las Palmas,Celta Vigo,1,0,,,,,,,,,,,,,,
1973/74,1973-10-28,Athletic Bilbao,Sporting Gijon,2,3,,,,,,,,,,,,,,
1973/74,1973-10-28,Atletico Madrid,Real Sociedad,5,1,,,,,,,,,,,,,,
1973/74,1973-10-28,CD Malaga,CD Castellon,2,1,,,,,,,,,,,,,,
1973/74,1973-10-28,Elche CF,Racing Santander,0,0,,,,,,,,,,,,,,
1973/74,1973-10-28,FC Barcelona,Granada CF,4,0,,,,,,,,,,,,,,
1973/74,1973-10-28,Real Oviedo,Real Madrid,1,1,,,,,,,,,,,,,,
1973/74,1973-10-28,Real Zaragoza,Real Murcia,0,0,,,,,,,,,,,,,,
1973/74,1973-10-28,Valencia CF,Espanyol Barcelona,1,0,,,,,,,,,,,,,,
1973/74,1973-11-03,Real Madrid,Atletico Madrid,2,0,,,,,,,,,,,,,,
1973/74,1973-11-04,Athletic Bilbao,Real Zaragoza,2,1,,,,,,,,,,,,,,
1973/74,1973-11-04,CD Castellon,Real Oviedo,2,0,,,,,,,,,,,,,,
1973/74,1973-11-04,Celta Vigo,Elche CF,1,0,,,,,,,,,,,,,,
1973/74,1973-11-04,Espanyol Barcelona,UD Las Palmas,2,0,,,,,,,,,,,,,,
1973/74,1973-11-04,Granada CF,CD Malaga,0,0,,,,,,,,,,,,,,
1973/74,1973-11-04,Real Murcia,FC Barcelona,2,2,,,,,,,,,,,,,,
1973/74,1973-11-04,Real Sociedad,Valencia CF,3,2,,,,,,,,,,,,,,
1973/74,1973-11-04,Sporting Gijon,Racing Santander,2,0,,,,,,,,,,,,,,
1973/74,1973-11-10,UD Las Palmas,Real Sociedad,1,0,,,,,,,,,,,,,,
1973/74,1973-11-11,Atletico Madrid,CD Castellon,0,0,,,,,,,,,,,,,,
1973/74,1973-11-11,CD Malaga,Real Murcia,1,0,,,,,,,,,,,,,,
1973/74,1973-11-11,Elche CF,Espanyol Barcelona,0,0,,,,,,,,,,,,,,
1973/74,1973-11-11,FC Barcelona,Athletic Bilbao,2,0,,,,,,,,,,,,,,
1973/74,1973-11-11,Racing Santander,Celta Vigo,1,1,,,,,,,,,,,,,,
1973/74,1973-11-11,Real Oviedo,Granada CF,3,0,,,,,,,,,,,,,,
1973/74,1973-11-11,Real Zaragoza,Sporting Gijon,3,0,,,,,,,,,,,,,,
1973/74,1973-11-11,Valencia CF,Real Madrid,1,0,,,,,,,,,,,,,,
1973/74,1973-11-18,Athletic Bilbao,CD Malaga,1,0,,,,,,,,,,,,,,
1973/74,1973-11-18,CD Castellon,Valencia CF,0,0,,,,,,,,,,,,,,
1973/74,1973-11-18,Espanyol Barcelona,Racing Santander,0,2,,,,,,,,,,,,,,
1973/74,1973-11-18,Granada CF,Atletico Madrid,1,0,,,,,,,,,,,,,,
1973/74,1973-11-18,Real Madrid,UD Las Palmas,5,0,,,,,,,,,,,,,,
1973/74,1973-11-18,Real Murcia,Real Oviedo,3,1,,,,,,,,,,,,,,
1973/74,1973-11-18,Real Sociedad,Elche CF,2,1,,,,,,,,,,,,,,
1973/74,1973-11-18,Real Zaragoza,FC Barcelona,2,2,,,,,,,,,,,,,,
1973/74,1973-11-18,Sporting Gijon,Celta Vigo,2,1,,,,,,,,,,,,,,
1973/74,1973-12-01,UD Las Palmas,CD Castellon,2,0,,,,,,,,,,,,,,
1973/74,1973-12-02,Atletico Madrid,Real Murcia,4,1,,,,,,,,,,,,,,
1973/74,1973-12-02,CD Malaga,Real Zaragoza,0,1,,,,,,,,,,,,,,
1973/74,1973-12-02,Celta Vigo,Espanyol Barcelona,1,2,,,,,,,,,,,,,,
1973/74,1973-12-02,Elche CF,Real Madrid,1,0,,,,,,,,,,,,,,
1973/74,1973-12-02,FC Barcelona,Sporting Gijon,5,1,,,,,,,,,,,,,,
1973/74,1973-12-02,Racing Santander,Real Sociedad,0,0,,,,,,,,,,,,,,
1973/74,1973-12-02,Real Oviedo,Athletic Bilbao,0,1,,,,,,,,,,,,,,
1973/74,1973-12-02,Valencia CF,Granada CF,1,1,,,,,,,,,,,,,,
1973/74,1973-12-09,Athletic Bilbao,Atletico Madrid,2,2,,,,,,,,,,,,,,
1973/74,1973-12-09,CD Castellon,Elche CF,0,2,,,,,,,,,,,,,,
1973/74,1973-12-09,FC Barcelona,CD Malaga,4,0,,,,,,,,,,,,,,
1973/74,1973-12-09,Granada CF,UD Las Palmas,2,1,,,,,,,,,,,,,,
1973/74,1973-12-09,Real Madrid,Racing Santander,3,2,,,,,,,,,,,,,,
1973/74,1973-12-09,Real Murcia,Valencia CF,1,0,,,,,,,,,,,,,,
1973/74,1973-12-09,Real Sociedad,Celta Vigo,2,1,,,,,,,,,,,,,,
1973/74,1973-12-09,Real Zaragoza,Real Oviedo,4,2,,,,,,,,,,,,,,
1973/74,1973-12-09,Sporting Gijon,Espanyol Barcelona,3,0,,,,,,,,,,,,,,
1973/74,1973-12-15,UD Las Palmas,Real Murcia,3,0,,,,,,,,,,,,,,
1973/74,1973-12-16,Atletico Madrid,Real Zaragoza,0,0,,,,,,,,,,,,,,
1973/74,1973-12-16,CD Malaga,Sporting Gijon,2,0,,,,,,,,,,,,,,
1973/74,1973-12-16,Celta Vigo,Real Madrid,2,1,,,,,,,,,,,,,,
1973/74,1973-12-16,Elche CF,Granada CF,1,0,,,,,,,,,,,,,,
1973/74,1973-12-16,Espanyol Barcelona,Real Sociedad,1,0,,,,,,,,,,,,,,
1973/74,1973-12-16,Racing Santander,CD Castellon,1,1,,,,,,,,,,,,,,
1973/74,1973-12-16,Real Oviedo,FC Barcelona,1,3,,,,,,,,,,,,,,
1973/74,1973-12-16,Valencia CF,Athletic Bilbao,0,1,,,,,,,,,,,,,,
1973/74,1973-12-22,FC Barcelona,Atletico Madrid,2,1,,,,,,,,,,,,,,
1973/74,1973-12-23,Athletic Bilbao,UD Las Palmas,2,1,,,,,,,,,,,,,,
1973/74,1973-12-23,CD Castellon,Celta Vigo,1,1,,,,,,,,,,,,,,
1973/74,1973-12-23,CD Malaga,Real Oviedo,1,0,,,,,,,,,,,,,,
1973/74,1973-12-23,Granada CF,Racing Santander,2,0,,,,,,,,,,,,,,
1973/74,1973-12-23,Real Madrid,Espanyol Barcelona,2,1,,,,,,,,,,,,,,
1973/74,1973-12-23,Real Murcia,Elche CF,0,1,,,,,,,,,,,,,,
1973/74,1973-12-23,Real Zaragoza,Valencia CF,2,1,,,,,,,,,,,,,,
1973/74,1973-12-23,Sporting Gijon,Real Sociedad,3,1,,,,,,,,,,,,,,
1973/74,1973-12-29,UD Las Palmas,Real Zaragoza,1,0,,,,,,,,,,,,,,
1973/74,1973-12-30,Atletico Madrid,CD Malaga,2,0,,,,,,,,,,,,,,
1973/74,1973-12-30,Celta Vigo,Granada CF,1,0,,,,,,,,,,,,,,
1973/74,1973-12-30,Elche CF,Athletic Bilbao,0,0,,,,,,,,,,,,,,
1973/74,1973-12-30,Espanyol Barcelona,CD Castellon,1,0,,,,,,,,,,,,,,
1973/74,1973-12-30,Racing Santander,Real Murcia,2,0,,,,,,,,,,,,,,
1973/74,1973-12-30,Real Sociedad,Real Madrid,2,2,,,,,,,,,,,,,,
1973/74,1973-12-30,Sporting Gijon,Real Oviedo,0,3,,,,,,,,,,,,,,
1973/74,1973-12-30,Valencia CF,FC Barcelona,0,2,,,,,,,,,,,,,,
1973/74,1974-01-06,Athletic Bilbao,Racing Santander,3,1,,,,,,,,,,,,,,
1973/74,1974-01-06,CD Castellon,Real Sociedad,2,0,,,,,,,,,,,,,,
1973/74,1974-01-06,CD Malaga,Valencia CF,1,0,,,,,,,,,,,,,,
1973/74,1974-01-06,FC Barcelona,UD Las Palmas,3,0,,,,,,,,,,,,,,
1973/74,1974-01-06,Granada CF,Espanyol Barcelona,2,0,,,,,,,,,,,,,,
1973/74,1974-01-06,Real Madrid,Sporting Gijon,2,2,,,,,,,,,,,,,,
1973/74,1974-01-06,Real Murcia,Celta Vigo,2,2,,,,,,,,,,,,,,
1973/74,1974-01-06,Real Oviedo,Atletico Madrid,2,0,,,,,,,,,,,,,,
1973/74,1974-01-06,Real Zaragoza,Elche CF,2,1,,,,,,,,,,,,,,
1973/74,1974-01-13,Athletic Bilbao,Celta Vigo,2,0,,,,,,,,,,,,,,
1973/74,1974-01-13,Atletico Madrid,Sporting Gijon,2,0,,,,,,,,,,,,,,
1973/74,1974-01-13,CD Castellon,Real Madrid,2,0,,,,,,,,,,,,,,
1973/74,1974-01-13,CD Malaga,UD Las Palmas,1,0,,,,,,,,,,,,,,
1973/74,1974-01-13,FC Barcelona,Elche CF,2,0,,,,,,,,,,,,,,
1973/74,1974-01-13,Granada CF,Real Sociedad,2,1,,,,,,,,,,,,,,
1973/74,1974-01-13,Real Murcia,Espanyol Barcelona,1,0,,,,,,,,,,,,,,
1973/74,1974-01-13,Real Oviedo,Valencia CF,1,2,,,,,,,,,,,,,,
1973/74,1974-01-13,Real Zaragoza,Racing Santander,5,1,,,,,,,,,,,,,,
1973/74,1974-01-19,UD Las Palmas,Real Oviedo,1,2,,,,,,,,,,,,,,
1973/74,1974-01-20,Celta Vigo,Real Zaragoza,2,0,,,,,,,,,,,,,,
1973/74,1974-01-20,Elche CF,CD Malaga,0,1,,,,,,,,,,,,,,
1973/74,1974-01-20,Espanyol Barcelona,Athletic Bilbao,2,0,,,,,,,,,,,,,,
1973/74,1974-01-20,Racing Santander,FC Barcelona,1,3,,,,,,,,,,,,,,
1973/74,1974-01-20,Real Madrid,Granada CF,0,1,,,,,,,,,,,,,,
1973/74,1974-01-20,Real Sociedad,Real Murcia,2,1,,,,,,,,,,,,,,
1973/74,1974-01-20,Sporting Gijon,CD Castellon,4,0,,,,,,,,,,,,,,
1973/74,1974-01-20,Valencia CF,Atletico Madrid,0,1,,,,,,,,,,,,,,
1973/74,1974-01-27,Athletic Bilbao,Real Sociedad,1,2,,,,,,,,,,,,,,
1973/74,1974-01-27,Atletico Madrid,UD Las Palmas,3,1,,,,,,,,,,,,,,
1973/74,1974-01-27,CD Malaga,Racing Santander,3,0,,,,,,,,,,,,,,
1973/74,1974-01-27,FC Barcelona,Celta Vigo,5,2,,,,,,,,,,,,,,
1973/74,1974-01-27,Granada CF,CD Castellon,2,0,,,,,,,,,,,,,,
1973/74,1974-01-27,Real Murcia,Real Madrid,0,1,,,,,,,,,,,,,,
1973/74,1974-01-27,Real Oviedo,Elche CF,1,0,,,,,,,,,,,,,,
1973/74,1974-01-27,Real Zaragoza,Espanyol Barcelona,3,1,,,,,,,,,,,,,,
1973/74,1974-01-27,Valencia CF,Sporting Gijon,6,1,,,,,,,,,,,,,,
1973/74,1974-02-02,UD Las Palmas,Valencia CF,0,0,,,,,,,,,,,,,,
1973/74,1974-02-03,CD Castellon,Real Murcia,1,0,,,,,,,,,,,,,,
1973/74,1974-02-03,Celta Vigo,CD Malaga,5,1,,,,,,,,,,,,,,
1973/74,1974-02-03,Elche CF,Atletico Madrid,0,0,,,,,,,,,,,,,,
1973/74,1974-02-03,Espanyol Barcelona,FC Barcelona,0,0,,,,,,,,,,,,,,
1973/74,1974-02-03,Racing Santander,Real Oviedo,2,0,,,,,,,,,,,,,,
1973/74,1974-02-03,Real Madrid,Athletic Bilbao,1,0,,,,,,,,,,,,,,
1973/74,1974-02-03,Real Sociedad,Real Zaragoza,2,0,,,,,,,,,,,,,,
1973/74,1974-02-03,Sporting Gijon,Granada CF,4,0,,,,,,,,,,,,,,
1973/74,1974-02-17,CD Castellon,Real Zaragoza,2,1,,,,,,,,,,,,,,
1973/74,1974-02-17,Celta Vigo,Atletico Madrid,1,3,,,,,,,,,,,,,,
1973/74,1974-02-17,Elche CF,UD Las Palmas,1,0,,,,,,,,,,,,,,
1973/74,1974-02-17,Espanyol Barcelona,Real Oviedo,2,0,,,,,,,,,,,,,,
1973/74,1974-02-17,Granada CF,Athletic Bilbao,0,0,,,,,,,,,,,,,,
1973/74,1974-02-17,Racing Santander,Valencia CF,0,1,,,,,,,,,,,,,,
1973/74,1974-02-17,Real Madrid,FC Barcelona,0,5,,,,,,,,,,,,,,
1973/74,1974-02-17,Real Sociedad,CD Malaga,1,1,,,,,,,,,,,,,,
1973/74,1974-02-17,Sporting Gijon,Real Murcia,2,1,,,,,,,,,,,,,,
1973/74,1974-02-24,Atletico Madrid,Racing Santander,2,1,,,,,,,,,,,,,,
1973/74,1974-02-24,Real Murcia,Granada CF,0,0,,,,,,,,,,,,,,
1973/74,1974-02-26,CD Malaga,Espanyol Barcelona,1,1,,,,,,,,,,,,,,
1973/74,1974-02-27,Athletic Bilbao,CD Castellon,2,0,,,,,,,,,,,,,,
1973/74,1974-02-27,FC Barcelona,Real Sociedad,4,1,,,,,,,,,,,,,,
1973/74,1974-02-27,Real Oviedo,Celta Vigo,1,1,,,,,,,,,,,,,,
1973/74,1974-02-27,UD Las Palmas,Sporting Gijon,1,0,,,,,,,,,,,,,,
1973/74,1974-02-27,Valencia CF,Elche CF,2,0,,,,,,,,,,,,,,
1973/74,1974-02-28,Real Zaragoza,Real Madrid,2,1,,,,,,,,,,,,,,
1973/74,1974-03-02,Atletico Madrid,Espanyol Barcelona,5,1,,,,,,,,,,,,,,
1973/74,1974-03-02,UD Las Palmas,Racing Santander,2,0,,,,,,,,,,,,,,
1973/74,1974-03-03,Athletic Bilbao,Real Murcia,3,0,,,,,,,,,,,,,,
1973/74,1974-03-03,CD Malaga,Real Madrid,1,0,,,,,,,,,,,,,,
1973/74,1974-03-03,Elche CF,Sporting Gijon,1,0,,,,,,,,,,,,,,
1973/74,1974-03-03,FC Barcelona,CD Castellon,5,0,,,,,,,,,,,,,,
1973/74,1974-03-03,Real Oviedo,Real Sociedad,0,2,,,,,,,,,,,,,,
1973/74,1974-03-03,Real Zaragoza,Granada CF,1,0,,,,,,,,,,,,,,
1973/74,1974-03-03,Valencia CF,Celta Vigo,0,0,,,,,,,,,,,,,,
1973/74,1974-03-10,CD Castellon,CD Malaga,1,0,,,,,,,,,,,,,,
1973/74,1974-03-10,Celta Vigo,UD Las Palmas,3,1,,,,,,,,,,,,,,
1973/74,1974-03-10,Espanyol Barcelona,Valencia CF,1,0,,,,,,,,,,,,,,
1973/74,1974-03-10,Granada CF,FC Barcelona,1,1,,,,,,,,,,,,,,
1973/74,1974-03-10,Racing Santander,Elche CF,2,1,,,,,,,,,,,,,,
1973/74,1974-03-10,Real Madrid,Real Oviedo,2,0,,,,,,,,,,,,,,
1973/74,1974-03-10,Real Murcia,Real Zaragoza,1,0,,,,,,,,,,,,,,
1973/74,1974-03-10,Real Sociedad,Atletico Madrid,0,0,,,,,,,,,,,,,,
1973/74,1974-03-10,Sporting Gijon,Athletic Bilbao,2,0,,,,,,,,,,,,,,
1973/74,1974-03-16,UD Las Palmas,Espanyol Barcelona,1,1,,,,,,,,,,,,,,
1973/74,1974-03-17,Atletico Madrid,Real Madrid,0,2,,,,,,,,,,,,,,
1973/74,1974-03-17,CD Malaga,Granada CF,1,1,,,,,,,,,,,,,,
1973/74,1974-03-17,Elche CF,Celta Vigo,2,0,,,,,,,,,,,,,,
1973/74,1974-03-17,FC Barcelona,Real Murcia,1,0,,,,,,,,,,,,,,
1973/74,1974-03-17,Racing Santander,Sporting Gijon,3,3,,,,,,,,,,,,,,
1973/74,1974-03-17,Real Oviedo,CD Castellon,0,0,,,,,,,,,,,,,,
1973/74,1974-03-17,Real Zaragoza,Athletic Bilbao,3,0,,,,,,,,,,,,,,
1973/74,1974-03-17,Valencia CF,Real Sociedad,1,2,,,,,,,,,,,,,,
1973/74,1974-03-24,Athletic Bilbao,FC Barcelona,0,0,,,,,,,,,,,,,,
1973/74,1974-03-24,CD Castellon,Atletico Madrid,1,1,,,,,,,,,,,,,,
1973/74,1974-03-24,Celta Vigo,Racing Santander,1,0,,,,,,,,,,,,,,
1973/74,1974-03-24,Espanyol Barcelona,Elche CF,1,1,,,,,,,,,,,,,,
1973/74,1974-03-24,Granada CF,Real Oviedo,3,0,,,,,,,,,,,,,,
1973/74,1974-03-24,Real Madrid,Valencia CF,2,1,,,,,,,,,,,,,,
1973/74,1974-03-24,Real Murcia,CD Malaga,0,0,,,,,,,,,,,,,,
1973/74,1974-03-24,Real Sociedad,UD Las Palmas,0,0,,,,,,,,,,,,,,
1973/74,1974-03-24,Sporting Gijon,Real Zaragoza,2,2,,,,,,,,,,,,,,
1973/74,1974-03-30,Valencia CF,CD Castellon,3,0,,,,,,,,,,,,,,
1973/74,1974-03-31,Atletico Madrid,Granada CF,2,1,,,,,,,,,,,,,,
1973/74,1974-03-31,CD Malaga,Athletic Bilbao,1,0,,,,,,,,,,,,,,
1973/74,1974-03-31,Celta Vigo,Sporting Gijon,1,0,,,,,,,,,,,,,,
1973/74,1974-03-31,Elche CF,Real Sociedad,1,2,,,,,,,,,,,,,,
1973/74,1974-03-31,FC Barcelona,Real Zaragoza,2,0,,,,,,,,,,,,,,
1973/74,1974-03-31,Racing Santander,Espanyol Barcelona,1,1,,,,,,,,,,,,,,
1973/74,1974-03-31,Real Oviedo,Real Murcia,0,1,,,,,,,,,,,,,,
1973/74,1974-03-31,UD Las Palmas,Real Madrid,1,0,,,,,,,,,,,,,,
1973/74,1974-04-06,Real Murcia,Atletico Madrid,1,0,,,,,,,,,,,,,,
1973/74,1974-04-07,Athletic Bilbao,Real Oviedo,2,0,,,,,,,,,,,,,,
1973/74,1974-04-07,CD Castellon,UD Las Palmas,1,1,,,,,,,,,,,,,,
1973/74,1974-04-07,Espanyol Barcelona,Celta Vigo,1,0,,,,,,,,,,,,,,
1973/74,1974-04-07,Granada CF,Valencia CF,2,2,,,,,,,,,,,,,,
1973/74,1974-04-07,Real Madrid,Elche CF,1,0,,,,,,,,,,,,,,
1973/74,1974-04-07,Real Sociedad,Racing Santander,4,1,,,,,,,,,,,,,,
1973/74,1974-04-07,Real Zaragoza,CD Malaga,3,1,,,,,,,,,,,,,,
1973/74,1974-04-07,Sporting Gijon,FC Barcelona,2,4,,,,,,,,,,,,,,
1973/74,1974-04-13,Espanyol Barcelona,Sporting Gijon,3,0,,,,,,,,,,,,,,
1973/74,1974-04-13,UD Las Palmas,Granada CF,1,1,,,,,,,,,,,,,,
1973/74,1974-04-13,Valencia CF,Real Murcia,1,0,,,,,,,,,,,,,,
1973/74,1974-04-14,Atletico Madrid,Athletic Bilbao,1,0,,,,,,,,,,,,,,
1973/74,1974-04-14,CD Malaga,FC Barcelona,0,0,,,,,,,,,,,,,,
1973/74,1974-04-14,Celta Vigo,Real Sociedad,3,0,,,,,,,,,,,,,,
1973/74,1974-04-14,Elche CF,CD Castellon,1,0,,,,,,,,,,,,,,
1973/74,1974-04-14,Racing Santander,Real Madrid,2,1,,,,,,,,,,,,,,
1973/74,1974-04-14,Real Oviedo,Real Zaragoza,1,0,,,,,,,,,,,,,,
1973/74,1974-04-20,Real Sociedad,Espanyol Barcelona,3,0,,,,,,,,,,,,,,
1973/74,1974-04-20,Real Zaragoza,Atletico Madrid,4,0,,,,,,,,,,,,,,
1973/74,1974-04-21,Athletic Bilbao,Valencia CF,1,0,,,,,,,,,,,,,,
1973/74,1974-04-21,CD Castellon,Racing Santander,1,1,,,,,,,,,,,,,,
1973/74,1974-04-21,FC Barcelona,Real Oviedo,6,2,,,,,,,,,,,,,,
1973/74,1974-04-21,Granada CF,Elche CF,2,1,,,,,,,,,,,,,,
1973/74,1974-04-21,Real Madrid,Celta Vigo,6,1,,,,,,,,,,,,,,
1973/74,1974-04-21,Real Murcia,UD Las Palmas,0,1,,,,,,,,,,,,,,
1973/74,1974-04-21,Sporting Gijon,CD Malaga,1,0,,,,,,,,,,,,,,
1973/74,1974-04-27,Espanyol Barcelona,Real Madrid,1,0,,,,,,,,,,,,,,
1973/74,1974-04-27,Real Sociedad,Sporting Gijon,2,1,,,,,,,,,,,,,,
1973/74,1974-04-27,UD Las Palmas,Athletic Bilbao,1,0,,,,,,,,,,,,,,
1973/74,1974-04-27,Valencia CF,Real Zaragoza,0,0,,,,,,,,,,,,,,
1973/74,1974-04-28,Atletico Madrid,FC Barcelona,2,0,,,,,,,,,,,,,,
1973/74,1974-04-28,Celta Vigo,CD Castellon,0,1,,,,,,,,,,,,,,
1973/74,1974-04-28,Elche CF,Real Murcia,1,0,,,,,,,,,,,,,,
1973/74,1974-04-28,Racing Santander,Granada CF,2,0,,,,,,,,,,,,,,
1973/74,1974-04-28,Real Oviedo,CD Malaga,1,1,,,,,,,,,,,,,,
1973/74,1974-05-04,Athletic Bilbao,Elche CF,2,1,,,,,,,,,,,,,,
1973/74,1974-05-05,CD Castellon,Espanyol Barcelona,3,2,,,,,,,,,,,,,,
1973/74,1974-05-05,CD Malaga,Atletico Madrid,1,2,,,,,,,,,,,,,,
1973/74,1974-05-05,FC Barcelona,Valencia CF,1,0,,,,,,,,,,,,,,
1973/74,1974-05-05,Granada CF,Celta Vigo,2,1,,,,,,,,,,,,,,
1973/74,1974-05-05,Real Madrid,Real Sociedad,3,1,,,,,,,,,,,,,,
1973/74,1974-05-05,Real Murcia,Racing Santander,2,0,,,,,,,,,,,,,,
1973/74,1974-05-05,Real Oviedo,Sporting Gijon,0,0,,,,,,,,,,,,,,
1973/74,1974-05-05,Real Zaragoza,UD Las Palmas,2,0,,,,,,,,,,,,,,
1973/74,1974-05-11,Espanyol Barcelona,Granada CF,1,1,,,,,,,,,,,,,,
1973/74,1974-05-11,UD Las Palmas,FC Barcelona,1,0,,,,,,,,,,,,,,
1973/74,1974-05-11,Valencia CF,CD Malaga,2,2,,,,,,,,,,,,,,
1973/74,1974-05-12,Celta Vigo,Real Murcia,0,2,,,,,,,,,,,,,,
1973/74,1974-05-12,Elche CF,Real Zaragoza,1,1,,,,,,,,,,,,,,
1973/74,1974-05-12,Racing Santander,Athletic Bilbao,2,2,,,,,,,,,,,,,,
1973/74,1974-05-12,Real Sociedad,CD Castellon,3,1,,,,,,,,,,,,,,
1973/74,1974-05-12,Sporting Gijon,Real Madrid,4,3,,,,,,,,,,,,,,
1973/74,1974-05-20,Atletico Madrid,Real Oviedo,1,0,,,,,,,,,,,,,,
1974/75,1974-09-07,CD Malaga,Athletic Bilbao,2,0,,,,,,,,,,,,,,
1974/75,1974-09-07,Espanyol Barcelona,Celta Vigo,2,0,,,,,,,,,,,,,,
1974/75,1974-09-07,Hercules CF,Real Murcia,2,2,,,,,,,,,,,,,,
1974/75,1974-09-07,Real Sociedad,FC Barcelona,3,2,,,,,,,,,,,,,,
1974/75,1974-09-07,Sporting Gijon,Real Zaragoza,2,0,,,,,,,,,,,,,,
1974/75,1974-09-07,UD Las Palmas,Real Betis,3,1,,,,,,,,,,,,,,
1974/75,1974-09-07,Valencia CF,Real Madrid,1,2,,,,,,,,,,,,,,
1974/75,1974-09-08,Atletico Madrid,Granada CF,0,0,,,,,,,,,,,,,,
1974/75,1974-09-08,UD Salamanca,Elche CF,2,0,,,,,,,,,,,,,,
1974/75,1974-09-14,Elche CF,Atletico Madrid,1,0,,,,,,,,,,,,,,
1974/75,1974-09-14,FC Barcelona,CD Malaga,5,0,,,,,,,,,,,,,,
1974/75,1974-09-14,Real Madrid,Hercules CF,2,1,,,,,,,,,,,,,,
1974/75,1974-09-15,Athletic Bilbao,Sporting Gijon,1,4,,,,,,,,,,,,,,
1974/75,1974-09-15,Celta Vigo,Real Sociedad,1,0,,,,,,,,,,,,,,
1974/75,1974-09-15,Granada CF,UD Las Palmas,1,1,,,,,,,,,,,,,,
1974/75,1974-09-15,Real Betis,Espanyol Barcelona,0,0,,,,,,,,,,,,,,
1974/75,1974-09-15,Real Murcia,UD Salamanca,2,1,,,,,,,,,,,,,,
1974/75,1974-09-15,Real Zaragoza,Valencia CF,3,1,,,,,,,,,,,,,,
1974/75,1974-09-28,Atletico Madrid,Real Murcia,1,0,,,,,,,,,,,,,,
1974/75,1974-09-28,Real Sociedad,CD Malaga,2,0,,,,,,,,,,,,,,
1974/75,1974-09-28,UD Las Palmas,Elche CF,1,1,,,,,,,,,,,,,,
1974/75,1974-09-28,UD Salamanca,Real Madrid,0,0,,,,,,,,,,,,,,
1974/75,1974-09-29,Celta Vigo,Real Betis,1,1,,,,,,,,,,,,,,
1974/75,1974-09-29,Espanyol Barcelona,Granada CF,1,0,,,,,,,,,,,,,,
1974/75,1974-09-29,Hercules CF,Real Zaragoza,0,1,,,,,,,,,,,,,,
1974/75,1974-09-29,Sporting Gijon,FC Barcelona,0,1,,,,,,,,,,,,,,
1974/75,1974-09-29,Valencia CF,Athletic Bilbao,3,0,,,,,,,,,,,,,,
1974/75,1974-10-06,Athletic Bilbao,Hercules CF,2,2,,,,,,,,,,,,,,
1974/75,1974-10-06,CD Malaga,Sporting Gijon,3,1,,,,,,,,,,,,,,
1974/75,1974-10-06,Elche CF,Espanyol Barcelona,2,4,,,,,,,,,,,,,,
1974/75,1974-10-06,FC Barcelona,Valencia CF,5,2,,,,,,,,,,,,,,
1974/75,1974-10-06,Granada CF,Celta Vigo,1,0,,,,,,,,,,,,,,
1974/75,1974-10-06,Real Betis,Real Sociedad,3,0,,,,,,,,,,,,,,
1974/75,1974-10-06,Real Madrid,Atletico Madrid,1,0,,,,,,,,,,,,,,
1974/75,1974-10-06,Real Murcia,UD Las Palmas,1,1,,,,,,,,,,,,,,
1974/75,1974-10-06,Real Zaragoza,UD Salamanca,1,1,,,,,,,,,,,,,,
1974/75,1974-10-19,Hercules CF,FC Barcelona,0,0,,,,,,,,,,,,,,
1974/75,1974-10-19,UD Las Palmas,Real Madrid,1,2,,,,,,,,,,,,,,
1974/75,1974-10-20,Atletico Madrid,Real Zaragoza,4,0,,,,,,,,,,,,,,
1974/75,1974-10-20,Celta Vigo,Elche CF,1,2,,,,,,,,,,,,,,
1974/75,1974-10-20,Espanyol Barcelona,Real Murcia,2,1,,,,,,,,,,,,,,
1974/75,1974-10-20,Real Betis,Granada CF,1,1,,,,,,,,,,,,,,
1974/75,1974-10-20,Real Sociedad,Sporting Gijon,1,1,,,,,,,,,,,,,,
1974/75,1974-10-20,UD Salamanca,Athletic Bilbao,0,0,,,,,,,,,,,,,,
1974/75,1974-10-20,Valencia CF,CD Malaga,2,0,,,,,,,,,,,,,,
1974/75,1974-10-27,Athletic Bilbao,Atletico Madrid,3,0,,,,,,,,,,,,,,
1974/75,1974-10-27,CD Malaga,Hercules CF,0,1,,,,,,,,,,,,,,
1974/75,1974-10-27,Elche CF,Real Betis,2,0,,,,,,,,,,,,,,
1974/75,1974-10-27,FC Barcelona,UD Salamanca,3,1,,,,,,,,,,,,,,
